"note","candidate_name","response","q_id"
"Þessi afstaða mín gæti breyst ef t.d. bensín og olíugjöldin yrðu lækkuð umtalsvert á móti. Ég er bara ekki að sjá það gerast og er á móti frekari hækkunum á fólk sem þarf að ferðast um borgina á bílum.","Tryggvi Haraldsson","Frekar andvíg(ur)",55
"Ég get alveg skilið að fólk búsett á svæðinu þyki framkvæmdin mikilvæg. Ég get líka skilið að fólki fyrir sunnan finnist hún ekki mikilvæg í heildarsamhenginu. Þetta verður hins vegar að meta í heildarsamhengi við samgönguáætlun um allt land þannig að fjármagn skiptist eftir því hvar fólkið býr. Þess vegna hef ég ekki forsendur í dag til að meta hvort þessi framkvæmd sé mikilvæg eða ekki.","Tryggvi Haraldsson","Hvorki né",56
"Tilraunir í þessa þágu eru réttlætanlegar sé velferð dýranna höfð að leiðarljósi.","Tryggvi Haraldsson","Sammála",57
"Verðbólgan er skaðvaldur sem hefur áhrif á allar hliðar samfélagsins...líka atvinnuleysi. Ef við höfum hemil á verðbólgu minnkar atvinnuleysi. Meiri stöðugleika takk.","Tryggvi Haraldsson","Verðbólgu",58
"Nákvæmlega þessari fullyrðingu er ég ósammála því það er margt annað en markaðurinn sem gerir fólk frjálsara. Algjörlega frjáls markaður getur líka heft möguleika ákveðinna hópa að t.d. grunnþjónustu. Ég er hins vegar fylgjandi frjálsari markaði og minni höftum.","Tryggvi Haraldsson","Ósammála",59
"Allar stéttir eru mikilvægar til að viðhafa fjölbreytileika. Fjölbreytileiki skapar verðmæti. ","Tryggvi Haraldsson","Mjög ósammála",60
"Þetta er kjánaleg fullyrðing. Það ræður því enginn hvar hann fæðist en af því leiðir ekki endilega að kjánalegt sé að vera stoltur af föðurlandi sínu.","Tryggvi Haraldsson","Ósammála",61
"Spurninguna má skilja á margan hátt.","Tryggvi Haraldsson","Hvorki né",62
"","Tryggvi Haraldsson","Mjög ósammála",63
"","Tryggvi Haraldsson","Hlutlaus",64
"","Tryggvi Haraldsson","Sammála",65
"Margar bænir tengja börn bara við lífið sjálft og góða siði frekar en kristni eða eitthvað annað. Ég tel þetta ekki þannig vandamál að banna þurfi lestur bæna á þessum stöðum.","Tryggvi Haraldsson","Ósammála",66
"","Hanna Birna Kristjánsdóttir","Sammála",1
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",2
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",3
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",4
"","Hanna Birna Kristjánsdóttir","Ísland á að hætta aðildaviðræðum",5
"","Hanna Birna Kristjánsdóttir","Hagsmunum Íslands er best borgið utan ESB",6
"","Hanna Birna Kristjánsdóttir","Íslenska krónu",7
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",8
"","Hanna Birna Kristjánsdóttir","Hvorki né",9
"","Hanna Birna Kristjánsdóttir","Ósammála",10
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",11
"","Hanna Birna Kristjánsdóttir","Hlutlaus",12
"","Hanna Birna Kristjánsdóttir","Hlutlaus",13
"","Hanna Birna Kristjánsdóttir","Mjög ósammála",14
"","Hanna Birna Kristjánsdóttir","Styrkirnir eru of háir",15
"","Hanna Birna Kristjánsdóttir","Skattbyrðin er alltof há",16
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",17
"","Hanna Birna Kristjánsdóttir","Ósammála",18
"","Hanna Birna Kristjánsdóttir","Skattar eru of háir",19
"","Hanna Birna Kristjánsdóttir","Hlutlaus",20
"","Hanna Birna Kristjánsdóttir","Hvorki né",21
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",22
"","Hanna Birna Kristjánsdóttir","Hlutlaus",23
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",24
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",25
"","Hanna Birna Kristjánsdóttir","Sammála",26
"","Hanna Birna Kristjánsdóttir","Hvorki né",27
"","Hanna Birna Kristjánsdóttir","Sammála",28
"","Hanna Birna Kristjánsdóttir","Framfærslan er hæfileg",29
"","Hanna Birna Kristjánsdóttir","Bætur eru hæfilegar",30
"","Hanna Birna Kristjánsdóttir","Bætur eru hæfilegar",31
"","Hanna Birna Kristjánsdóttir","Of vægir",32
"","Hanna Birna Kristjánsdóttir","Hlutlaus",33
"","Hanna Birna Kristjánsdóttir","Frekar andvíg(ur)",34
"","Hanna Birna Kristjánsdóttir","Mjög andvíg(ur)",35
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",36
"","Hanna Birna Kristjánsdóttir","Ósammála",37
"","Hanna Birna Kristjánsdóttir","Sammála",38
"","Hanna Birna Kristjánsdóttir","Vil ekki svara",39
"","Hanna Birna Kristjánsdóttir","Frekar andvíg(ur)",40
"","Hanna Birna Kristjánsdóttir","Frekar andvíg(ur)",41
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",42
"","Hanna Birna Kristjánsdóttir","Frekar andvíg(ur)",43
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",44
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",45
"","Hanna Birna Kristjánsdóttir","Sammála",46
"","Hanna Birna Kristjánsdóttir","Mikilvægt",47
"","Hanna Birna Kristjánsdóttir","Mjög hlynnt(ur)",48
"","Hanna Birna Kristjánsdóttir","Hlutlaus",49
"","Hanna Birna Kristjánsdóttir","Hvorki né",50
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",51
"","Hanna Birna Kristjánsdóttir","Frekar andvíg(ur)",52
"","Hanna Birna Kristjánsdóttir","Hvorki né",53
"","Hanna Birna Kristjánsdóttir","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",55
"","Hanna Birna Kristjánsdóttir","Hvorki né",56
"","Hanna Birna Kristjánsdóttir","Hvorki né",57
"","Hanna Birna Kristjánsdóttir","Atvinnuleysi",58
"","Hanna Birna Kristjánsdóttir","Sammála",59
"","Hanna Birna Kristjánsdóttir","Hvorki né",60
"","Hanna Birna Kristjánsdóttir","Ósammála",61
"","Hanna Birna Kristjánsdóttir","Hvorki né",62
"","Hanna Birna Kristjánsdóttir","Mjög ósammála",63
"","Hanna Birna Kristjánsdóttir","Frekar hlynnt(ur)",64
"","Hanna Birna Kristjánsdóttir","Sammála",65
"","Hanna Birna Kristjánsdóttir","Hvorki né",66
"","Pétur H. Blöndal","Sammála",1
"","Pétur H. Blöndal","Frekar hlynnt(ur)",2
"","Pétur H. Blöndal","Frekar hlynnt(ur)",3
"","Pétur H. Blöndal","Mjög hlynnt(ur)",4
"Maður sækir ekki um aðild að ríkjabandalagi nema vilja ganga inn.","Pétur H. Blöndal","Ísland á að hætta aðildaviðræðum",5
"","Pétur H. Blöndal","Hagsmunum Íslands er best borgið utan ESB",6
"","Pétur H. Blöndal","Íslenska krónu",7
"","Pétur H. Blöndal","Frekar hlynnt(ur)",8
"","Pétur H. Blöndal","Hvorki né",9
"Bændur, neytendur og skattgreiðendur tapa á núverandi hamlandi kerfi í landbúnaði.","Pétur H. Blöndal","Mjög ósammála",10
"","Pétur H. Blöndal","Frekar hlynnt(ur)",11
"Ef um er að ræða einstaklinga sem starfa á eigin vegum en ekki á vegum erlends ríkisvalds.","Pétur H. Blöndal","Frekar hlynnt(ur)",12
"","Pétur H. Blöndal","Mjög hlynnt(ur)",13
"","Pétur H. Blöndal","Mjög ósammála",14
"Styrkina ætti að veita óháð framleiðsluskyldu eins og nú er.","Pétur H. Blöndal","Styrkirnir eru of háir",15
"Skatturinn er hemill á dugnað og frumkvæði.","Pétur H. Blöndal","Skattbyrðin er alltof há",16
"","Pétur H. Blöndal","Frekar hlynnt(ur)",17
"Skoða þarf skattbyrðin þeirra sem hafa lægstu launin af öllum sköttum, beinum sem óbeinum.","Pétur H. Blöndal","Mjög ósammála",18
"","Pétur H. Blöndal","Skattar eru of háir",19
"Ríkið á ekki að stuðla að ""ríkislist"".","Pétur H. Blöndal","Mjög andvíg(ur)",20
"Minnka ætti umfang ríkisins því það vex að mestu í Reykjavík","Pétur H. Blöndal","Ósammála",21
"","Pétur H. Blöndal","Mjög hlynnt(ur)",22
"Vil selja RÚV, helst til starfsmanna.","Pétur H. Blöndal","Mjög andvíg(ur)",23
"Þetta verður að vera ""lyklakippu-frumvarp"" þannig að fólk geti ekki skilað íbúðinni sinni en haldið eftir skuldlausum sumarbústað, innstæðum eða hlutabréfum.","Pétur H. Blöndal","Frekar hlynnt(ur)",24
"","Pétur H. Blöndal","Frekar hlynnt(ur)",25
"Ríkið á ekki að stuðla að ""ríkislist"".","Pétur H. Blöndal","Hvorki né",26
"Fólk ætti að hafa val um hvort það tekjur verðtryggð, óverðtryggð eða blöndu af hvoru tveggja.  Vandinn er verðbólgan en ekki verðtryggingin.","Pétur H. Blöndal","Hvorki né",27
"","Pétur H. Blöndal","Ósammála",28
"","Pétur H. Blöndal","Framfærslan er hæfileg",29
"Breyta þarf kerfi örorkubóta í grundvallaratriðum og líta til getu einstaklingsins en ekki vangetu hans og stórbæta enduhæfingu og aðlögun að vinnumarkaði.","Pétur H. Blöndal","Vil ekki svara",30
"Atvinnuleysi ætti ekki að vera til nema í skamman tíma meðan fólk skiptir um vinnu. Skapa þarf aðstæður sem hvetja til fjárfestinga fyrirtækja og leiða af sér aukin störf.","Pétur H. Blöndal","Vil ekki svara",31
"","Pétur H. Blöndal","Of vægir",32
"","Pétur H. Blöndal","Frekar hlynnt(ur)",33
"Líta þarf gagnrýnum augum á baráttuna gegn fíkniefnum, sem ekki hefur gefið sérlega góðan árangur.","Pétur H. Blöndal","Frekar andvíg(ur)",34
"","Pétur H. Blöndal","Mjög andvíg(ur)",35
"Ef kvótakerfið þýðir aflamarkskerfið.","Pétur H. Blöndal","Mjög hlynnt(ur)",36
"","Pétur H. Blöndal","Ósammála",37
"Rekstraröryggi skiptir ekki meginmáli heldur vilji fyrirtækja til að fjárfesta yfirleitt í greininni vegna langs nýtingartíma skipa og bygginga","Pétur H. Blöndal","Sammála",38
"","Pétur H. Blöndal","40 ára",39
"","Pétur H. Blöndal","Mjög andvíg(ur)",40
"","Pétur H. Blöndal","Mjög andvíg(ur)",41
"Ég er mjög hlynntur persónukjöri, sem fram fer með prófkjörum, sem gæti verið sameiginlegt hjá öllum flokkum. Ég vil alls ekki flytja þau inn í kjörklefann í kosningum.","Pétur H. Blöndal","Frekar hlynnt(ur)",42
"Með einu kjördæmi vex flokksræðið og foringjaræðið því þá er einn efstur á lista en ekki 6 eins og núna.","Pétur H. Blöndal","Mjög andvíg(ur)",43
"","Pétur H. Blöndal","Hlutlaus",44
"Það er brot á þrískiptingu valdsins því ráðherrar eru núna bæði hluti af löggjafarvaldi og framkvæmdavaldi.","Pétur H. Blöndal","Frekar andvíg(ur)",45
"","Pétur H. Blöndal","Hvorki né",46
"","Pétur H. Blöndal","Mikilvægt",47
"Sérstaklega tannlækningar barna","Pétur H. Blöndal","Mjög hlynnt(ur)",48
"","Pétur H. Blöndal","Frekar hlynnt(ur)",49
"Koma þarf á jafnréttisvottun fyrirtækja.","Pétur H. Blöndal","Ósammála",50
"","Pétur H. Blöndal","Frekar hlynnt(ur)",51
"","Pétur H. Blöndal","Mjög andvíg(ur)",52
"","Pétur H. Blöndal","Ósammála",53
"","Pétur H. Blöndal","Það á að byggja nýjan flugvöll í nágrenni Reykjavíkur",54
"","Pétur H. Blöndal","Frekar hlynnt(ur)",55
"","Pétur H. Blöndal","Alls ekki mikilvægt",56
"","Pétur H. Blöndal","Sammála",57
"","Pétur H. Blöndal","Atvinnuleysi",58
"","Pétur H. Blöndal","Mjög sammála",59
"","Pétur H. Blöndal","Ósammála",60
"","Pétur H. Blöndal","Ósammála",61
"","Pétur H. Blöndal","Ósammála",62
"","Pétur H. Blöndal","Mjög ósammála",63
"Ég tel að kirkjan kunni að tapa á tengslunum við ríkið.","Pétur H. Blöndal","Frekar andvíg(ur)",64
"","Pétur H. Blöndal","Sammála",65
"","Pétur H. Blöndal","Hvorki né",66
"Að því gefnu að framkvæmdir standi undir sér.","Sigríður Á. Andersen","Sammála",1
"Að því gefnu að umhverfissjónarmiða sé gætt og verkefnið sé arðsamt. Ég styð hins vegar ekki sértækar lausnir (t.d. verulegan skattaafslætti og bein fjárframlög úr ríkissjóði) sem miða að því að gera verkefnið arðbært. ","Sigríður Á. Andersen","Mjög hlynnt(ur)",2
"Kröfur um mengunarvarnir eiga að vera í samræmi við þörfina á hverjum tíma að teknu tilliti til tiltækrar tækni. ","Sigríður Á. Andersen","Hlutlaus",3
"Meti eigendur vatnsréttinda það arðbært og umhverfissjónarmiða sé gætt. ","Sigríður Á. Andersen","Frekar hlynnt(ur)",4
"","Sigríður Á. Andersen","Ísland á að hætta aðildaviðræðum",5
"","Sigríður Á. Andersen","Hagsmunum Íslands er best borgið utan ESB",6
"Ísland ""á"" ekki að nota einn gjaldmiðil umfram annan. Í þessum efnum á samkeppnin jafn vel við og í öðrum. Í nánustu framtíð tel ég ekki raunhæft að ætla annað en að krónan verði áfram ríkisgjaldmiðillinn. Við eigum hins vegar að skoða kosti þess að taka einhliða upp annan gjaldmiðil, einn eða fleiri og í öllu falli að ýta úr vegi hindrunum fyrir vali hvers og eins og á gjaldmiðli. ","Sigríður Á. Andersen","Veit ekki",7
"","Sigríður Á. Andersen","Mjög hlynnt(ur)",8
"","Sigríður Á. Andersen","Hvorki né",9
"","Sigríður Á. Andersen","Mjög ósammála",10
"Reglurnar eru ekki beint strangar í dag. Til að geta svarað þessari spurningu þarf að skýra nánar við hvað er átt með ""rýmri"". ","Sigríður Á. Andersen","Hlutlaus",11
"","Sigríður Á. Andersen","Frekar hlynnt(ur)",12
"","Sigríður Á. Andersen","Frekar andvíg(ur)",13
"","Sigríður Á. Andersen","Ósammála",14
"Í þessu sambandi er þó vert að hafa í huga að landbúnaður t.d. í Evrópu og Bandaríkjunum nýtur gríðarlegrar niðurgreiðslu í formi styrkja. ","Sigríður Á. Andersen","Styrkirnir eru alltof háir",15
"","Sigríður Á. Andersen","Skattbyrðin er alltof há",16
"","Sigríður Á. Andersen","Mjög hlynnt(ur)",17
"","Sigríður Á. Andersen","Mjög ósammála",18
"","Sigríður Á. Andersen","Skattar eru alltof háir",19
"","Sigríður Á. Andersen","Mjög andvíg(ur)",20
"","Sigríður Á. Andersen","Mjög ósammála",21
"Ég er hlynnt afnámi einkaréttar ríkisins á sölu á áfengi. ","Sigríður Á. Andersen","Mjög hlynnt(ur)",22
"","Sigríður Á. Andersen","Mjög andvíg(ur)",23
"Þetta þarf að gerast í samráði við lánveitendur í hverju tilviki en búa má til almennan ramma utan um þessa leið.","Sigríður Á. Andersen","Hlutlaus",24
"Það eru engar líkur á því að til sé ein draumauppskrift að því hvernig bankar eigi að vera. Aðalatriðið er að skattgreiðendur beri ekki fjárhagslega ábyrgð á þeim. ","Sigríður Á. Andersen","Mjög andvíg(ur)",25
"Spurning er röng að því leyti að menn geta ekki gefið sér það fyrirfram að þessi tiltekna starfsemi myndi ekki standa undir sér. Ég hef meiri trú á listalífi þjóðarinnar en þetta. ","Sigríður Á. Andersen","Ósammála",26
"Verðtryggð húsnæðislán hafa gert lágtekjufólki kleift að kaupa húsnæði. Ég tel þá þróun sem hafin er að fjölga kostunum á þessu sviði, nú með óverðtryggðum húsnæðislánum, góða og tel að menn fari almennt yfir í þann kost. En að banna verðtryggð lán tel ég ekki til hagsbóta fyrir alla. ","Sigríður Á. Andersen","Ósammála",27
"Ég tel ekki rétt að ríkisvæða einkaskuldir alls almennings. Fjöldi fólks hagnaðist gríðarlega á fasteignabólunni og þarf ekki á því að halda að skattgreiðendur taki þátt í skuldum þess. ","Sigríður Á. Andersen","Mjög ósammála",28
"Það hlýtur að vera mjög persónubundið hversu mikla fjárhæð menn vilja skulda og greiða upp að loknu námi. ","Sigríður Á. Andersen","Framfærslan er hæfileg",29
"Við þessa fjárhæð bætist væntanlega t.d. meðlag, hugsanlega vaxtabætur/húsaleigubætur. Gallinn við bótakerfið er hversu mjög samtvinnað það er við skattakerfið. Ómögulegt er að átta sig á í fljótu bragði hverjar ráðstöfunartekjur manna eru út frá tekjunum einum saman. ","Sigríður Á. Andersen","Veit ekki",30
"","Sigríður Á. Andersen","Bætur eru hæfilegar",31
"Ómögulegt er að svara spurningunni án þess að hafa kynnt sér alla þessa dóma. Þá tel ég útilokað að svarið geti verið einhlítt. ","Sigríður Á. Andersen","Veit ekki",32
"Dómar yfir dæmdum mönnum eru opinberir og nöfn þeirra þar birt nema í undantekningartilfellum þegar hagsmunir brotaþola gefa tilefni til annars. Eftir afplánun dóma snúa menn óhjákvæmilega aftur úr í samfélagið. Hættan á endurteknum brotum er hins vegar bara ein af þeim áhættum sem fylgir samfélagi mannanna og við getum brugðist við með öðrum áhrifaríkari og siðaðri hætti en einhvers konar samfélagslegri viðbótarrefsingu sem þessi hugmynd er. ","Sigríður Á. Andersen","Mjög andvíg(ur)",33
"Ég teldi það til velfarnaðar að endurskoða refsistefnu almennt í fíkniefnamálum. Ég tel hins vegar æskilegast að það gerist með almennari hætti en einhliða afnámi banns í einu landi. 
--Það er réttara að tala um lögleyfingu fremur en lögleiðingu. ","Sigríður Á. Andersen","Frekar hlynnt(ur)",34
"","Sigríður Á. Andersen","Mjög andvíg(ur)",35
"","Sigríður Á. Andersen","Mjög hlynnt(ur)",36
"Gallinn við þessa ""skilgreiningu"" er að hún skilgreinir ekki nokkurn skapaðan hlut. Til að skilja þessa yfirlýsingu þarf að lesa vandlega aðrar hluta frumvarpsins og skýringartexta sem fylgdi með tillögum stjórnlagaráðs. Af þeim lestri má ráða að yfirlýsingunni sé ætlað að hrófla við stjórnarskrárbundnum réttindum sem menn hafa í dag.  ","Sigríður Á. Andersen","Mjög ósammála",37
"Þetta fer nokkuð eftir eðli nýtingarinnar. ","Sigríður Á. Andersen","Sammála",38
